square_feet,bedrooms,bathrooms,year_built,house_price
1528,3,1.0,2005,358800.0
2302,2,2.0,2003,429200.0
1628,3,1.5,2019,390300.0
1628,3,1.5,1999,370300.0
3456,5,1.0,2002,588600.0
2577,4,2.0,2008,501700.0
3425,4,1.5,1996,567000.0
3074,5,1.0,2008,556400.0
3012,4,1.5,2007,536700.0
2256,2,2.0,2012,433600.0
1773,2,1.5,2016,381800.0
1835,3,1.5,2019,411000.0
1888,3,1.0,1999,388800.0
3141,3,1.5,1981,503600.0
2566,5,2.0,2009,521600.0
2966,2,1.0,2019,496600.0
2043,2,1.0,1992,377300.0
2388,3,1.0,2013,452800.0
1757,5,1.5,1989,413200.0
2845,3,1.5,2015,508000.0
3461,4,1.0,2019,586100.0
1557,2,1.0,1985,321700.0
1791,3,1.5,1993,380600.0
3394,5,1.0,1991,571400.0
2643,3,2.0,2005,485300.0
2279,2,2.0,2013,436900.0
1930,4,2.0,2008,437000.0
2606,4,1.0,2006,487600.0
1591,2,2.0,1995,350100.0
3420,3,2.0,1982,540000.0
1898,2,1.5,2006,384300.0
2111,5,1.0,1986,438100.0
3089,5,1.5,2001,558400.0
2408,3,2.0,1989,445800.0
2133,2,1.0,1996,390300.0
3462,5,1.0,2017,604200.0
1584,4,1.5,2003,389900.0
1703,3,1.5,2006,384800.0
1824,5,2.0,1986,424400.0
2274,3,2.0,1982,425400.0
2464,4,1.5,2009,483900.0
2571,4,1.0,2017,495100.0
2139,4,1.5,2019,461400.0
2655,3,2.0,2005,486500.0
2472,4,1.5,1998,473700.0
2368,5,2.0,1996,488800.0
2704,4,2.0,1997,503400.0
3370,5,1.5,1996,581500.0
2667,3,1.5,2004,479200.0
3184,4,1.5,1992,538900.0
2751,2,2.0,2021,492100.0
2454,5,1.5,2000,493900.0
2291,5,1.0,2007,477100.0
2219,2,1.5,1996,406400.0
2409,5,1.0,2016,497900.0
1873,2,2.0,2011,394300.0
3377,5,2.0,1992,585700.0
2060,4,2.0,1985,427000.0
2829,3,1.5,1993,484400.0
3105,4,1.5,2021,560000.0
1669,5,1.5,2014,429400.0
3199,2,1.5,1995,503400.0
2972,4,2.0,2017,550200.0
2619,4,1.5,2015,505400.0
2721,3,1.5,2012,492600.0
3130,2,2.0,2020,529000.0
1756,2,1.5,1989,353100.0
3405,2,1.5,2020,549000.0
3214,5,2.0,1994,571400.0
2816,4,1.5,1983,493100.0
3454,2,1.5,1997,530900.0
2316,4,2.0,1986,453600.0
3385,2,1.5,2003,530000.0
1887,3,1.0,2006,395700.0
3134,2,1.0,2008,502400.0
3078,2,1.5,2017,513300.0
2473,3,2.0,1990,453300.0
1868,4,1.5,1998,413300.0
2417,2,2.0,1999,436700.0
1701,2,1.0,2009,360100.0
1883,3,2.0,1983,387300.0
3036,5,2.0,1984,543600.0
3430,5,2.0,1995,594000.0
1870,3,2.0,1996,399000.0
2055,4,1.5,1991,425000.0
2454,3,1.5,1991,444900.0
2907,2,1.5,2008,487200.0
1523,2,1.0,1982,315300.0
3223,4,1.0,2017,560300.0
1630,3,1.0,1987,351000.0
1877,4,2.0,1986,409700.0
1598,3,1.0,1995,355800.0
3098,2,1.5,2007,505300.0
2431,2,1.5,2009,440600.0
2234,4,2.0,2015,474400.0
1623,3,1.0,1985,348300.0
3487,2,1.0,1984,513700.0
2094,2,2.0,2018,423400.0
3466,3,1.5,1998,553100.0
2239,4,1.5,2009,461400.0
2672,4,1.5,1994,489700.0
1709,4,2.0,2020,426900.0
2062,5,1.5,2006,460700.0
2935,4,1.5,2019,541000.0
2282,4,2.0,2014,478200.0
2565,2,1.5,2004,449000.0
2582,3,1.0,1991,450200.0
2205,4,1.5,2018,467000.0
2560,5,2.0,2005,517000.0
2278,2,1.5,2021,437300.0
1586,4,1.5,2002,389100.0
2567,4,1.5,2020,505200.0
2372,5,2.0,1999,492200.0
1511,5,1.5,1995,394600.0
2270,2,1.5,1986,401500.0
1807,5,1.5,1980,409200.0
2604,4,1.0,2019,500400.0
1532,3,2.0,2013,382200.0
2706,5,1.5,1992,511100.0
2652,4,2.0,2013,514200.0
2306,2,2.0,2007,433600.0
1775,3,2.0,2008,401500.0
2698,2,1.0,1986,436800.0
3078,4,1.5,1992,528300.0
2895,3,2.0,2012,517500.0
2708,2,1.0,1981,432800.0
1944,4,2.0,2018,448400.0
1988,2,2.0,1997,391800.0
3113,5,2.0,2001,568300.0
1786,4,1.0,1995,394600.0
2804,3,2.0,2016,512400.0
2137,4,1.0,2007,441700.0
2270,3,1.5,2001,436500.0
3039,5,1.5,2018,570400.0
1594,2,2.0,2014,369400.0
2750,3,1.5,2018,501500.0
3399,2,1.5,2001,529400.0
2793,4,1.0,1987,487300.0
3404,4,1.5,2018,586900.0
1796,3,1.5,2002,390100.0
2852,5,2.0,1992,533200.0
2543,4,1.5,1996,478800.0
2107,2,1.0,1989,380700.0
3364,4,1.5,2005,569900.0
2934,4,1.5,2009,530900.0
1950,5,2.0,2004,455000.0
2772,2,1.0,2011,469200.0
1680,3,2.0,1984,368000.0
1823,4,1.5,1988,398800.0
2504,4,1.0,2012,483400.0
3353,4,1.5,1992,555800.0
3306,5,1.0,2004,575600.0
3388,4,2.0,2007,581800.0
2784,4,2.0,1999,513400.0
3487,3,1.5,2017,574200.0
2249,3,1.5,1989,422400.0
1639,2,1.5,1982,334400.0
2520,3,1.5,1994,454500.0
2098,2,1.5,2019,417300.0
2985,3,1.0,2007,506500.0
2389,2,1.5,2008,435400.0
3145,2,1.0,1994,489500.0
2343,4,1.5,2020,482800.0
2196,5,1.5,1996,464100.0
3052,2,1.5,2012,505700.0
2676,5,1.0,1987,495600.0
2425,4,2.0,2019,497500.0
1649,2,1.0,1985,330900.0
2634,2,1.5,2011,462900.0
1525,5,1.5,1997,398000.0
2988,4,1.5,1981,508300.0
2456,5,1.5,2018,512100.0
3413,5,1.5,1990,579800.0
2386,3,1.5,2007,454100.0
2641,3,1.5,2014,486600.0
2969,3,1.0,2013,510900.0
3119,4,1.5,1982,522400.0
2173,4,1.0,2010,448300.0
3396,3,1.0,1990,530600.0
2428,4,2.0,1986,464800.0
2752,4,1.5,1980,483700.0
3031,3,1.0,1991,495100.0
2263,3,1.5,1980,414800.0
1621,3,1.5,1989,359600.0
2850,5,2.0,1998,539000.0
1969,3,1.5,1992,397400.0
1787,3,2.0,1994,388700.0
2025,5,1.0,2021,464500.0
3363,3,1.0,1992,529300.0
3220,4,1.0,2013,556000.0
2676,4,1.5,2012,508100.0
2091,2,1.5,2005,402600.0
1541,5,1.5,2009,411600.0
1774,4,1.5,2003,408900.0
3076,2,2.0,2003,506600.0
2962,3,1.5,2006,510700.0
1707,2,1.0,2017,368700.0
2279,5,2.0,2001,484900.0
1666,3,1.5,2015,390100.0
1611,5,1.0,1993,395100.0
2873,2,1.5,1994,469800.0
2653,4,1.5,2001,494800.0
2235,3,1.5,2016,448000.0
3410,3,2.0,2001,558000.0
2312,4,2.0,2021,488200.0
1716,2,2.0,1982,349600.0
2905,5,1.5,1983,522000.0
1524,4,1.5,1984,364900.0
1567,4,1.5,2017,402200.0
2478,3,1.0,2013,461800.0
2507,3,1.0,2009,460700.0
3295,2,1.5,2000,518000.0
1734,4,1.0,2018,412400.0
3240,3,1.0,2020,545000.0
1791,3,2.0,1992,387100.0
3250,2,1.0,1983,489000.0
2522,2,1.5,1999,439700.0
2201,2,1.5,2003,411600.0
3233,5,2.0,2003,582300.0
2227,4,2.0,2008,466700.0
2055,5,1.5,1982,436000.0
1532,2,2.0,1987,336200.0
2535,5,1.5,2009,511000.0
3140,4,1.0,1988,523000.0
1712,4,2.0,2016,423200.0
2662,5,1.5,2012,526700.0
3218,5,2.0,2003,580800.0
2945,4,1.5,1990,513000.0
3161,3,2.0,2000,532100.0
3192,5,1.0,1999,559200.0
2123,2,1.5,1988,388800.0
3012,4,1.0,1995,517200.0
2270,3,1.5,2021,456500.0
3063,4,1.5,2020,554800.0
2741,2,1.5,2017,479600.0
2163,2,1.5,1980,384800.0
2321,4,1.0,1999,452100.0
1807,2,1.0,2003,364700.0
2698,3,1.5,1986,464300.0
2672,3,1.5,2000,475700.0
2449,2,1.5,1986,419400.0
3065,4,1.5,2016,551000.0
3103,4,2.0,1982,528300.0
2047,4,2.0,1998,438700.0
2307,3,2.0,2003,449700.0
2917,5,1.0,2011,543700.0
1573,5,1.0,1992,390300.0
1797,2,1.5,2005,373200.0
2419,3,1.0,2005,447900.0
3423,2,1.5,1984,514800.0
3338,2,1.0,2002,516800.0
2230,3,2.0,2014,453000.0
3470,3,1.5,2005,560500.0
2376,2,1.5,2019,445100.0
3295,5,1.0,2014,584500.0
3323,5,2.0,2002,590300.0
2277,4,2.0,1985,448700.0
2918,5,1.5,1982,522300.0
3063,2,1.5,2007,501800.0
1929,3,1.0,1989,382900.0
1699,2,1.5,1998,356400.0
2947,2,1.5,2006,489200.0
2585,2,2.0,2019,473500.0
1841,3,2.0,1986,386100.0
2365,4,1.5,1993,458000.0
2568,5,1.0,1996,493800.0
2302,4,1.5,2012,470700.0
3454,5,1.5,2005,598900.0
2612,4,2.0,2007,504200.0
1533,3,1.5,2004,365800.0
2145,3,2.0,2002,432500.0
1732,4,2.0,1992,401200.0
2267,2,2.0,2008,430700.0
1536,5,1.0,1992,386600.0
3292,2,2.0,1984,509200.0
2983,3,1.5,1989,495800.0
1790,3,1.0,1988,368000.0
1697,2,1.5,2018,376200.0
2394,3,1.5,2014,461900.0
3473,3,2.0,2021,584300.0
2778,5,1.5,1980,506300.0
2604,2,1.0,1996,437400.0
2970,4,1.5,2005,530500.0
1636,2,1.0,1999,343600.0
1689,4,1.0,2010,399900.0
1629,4,2.0,2014,412900.0
1709,4,2.0,2019,425900.0
2892,2,1.5,2017,494700.0
1791,5,1.0,2001,421100.0
2900,5,1.0,1988,519000.0
2871,3,1.0,1984,472100.0
1668,2,1.5,1990,345300.0
3408,2,1.5,1991,520300.0
2304,3,2.0,1985,431400.0
1676,2,1.0,1987,335600.0
3061,3,1.5,2019,533600.0
1823,3,2.0,1980,378300.0
3395,4,1.5,2016,584000.0
2008,3,1.0,2010,411800.0
2303,4,1.0,1984,435300.0
2638,4,1.5,1981,473300.0
3322,3,1.5,1998,538700.0
2553,3,1.5,2008,471800.0
3277,3,1.5,1983,519200.0
2813,3,1.0,2010,492300.0
1646,3,1.0,2017,382600.0
2797,5,2.0,2002,537700.0
1721,2,1.5,2012,372600.0
1840,3,1.5,1998,390500.0
2009,5,1.0,1991,432900.0
2014,4,1.5,2006,435900.0
1569,5,1.5,1985,390400.0
2881,5,1.5,1999,535600.0
2408,2,1.5,2002,431300.0
2056,3,2.0,1984,405600.0
2385,5,1.5,2007,494000.0
2265,5,1.5,1993,468000.0
2846,3,1.5,1985,478100.0
3147,4,1.5,1982,525200.0
1591,4,1.5,2021,408600.0
2865,2,1.5,2004,479000.0
1923,2,1.5,2009,389800.0
3075,3,2.0,2008,531500.0
3495,2,2.0,1985,530500.0
3186,2,1.5,2013,520100.0
2938,5,1.0,2005,539800.0
3181,5,1.5,2012,578600.0
2210,3,1.0,2008,430000.0
2467,2,1.0,2009,436700.0
1774,4,2.0,1989,402400.0
2360,3,2.0,1985,437000.0
1543,5,1.0,2000,395300.0
2607,3,1.0,2004,465700.0
1933,5,1.0,2008,442300.0
2309,5,1.5,2004,483400.0
1593,3,1.5,1997,364800.0
2698,2,1.5,1982,440300.0
2929,3,1.5,2007,508400.0
1701,4,2.0,2005,411100.0
3381,2,2.0,1996,530100.0
1998,5,1.5,2012,460300.0
1980,4,2.0,2018,452000.0
1829,2,2.0,2010,388900.0
3064,5,1.5,1985,539900.0
1709,4,2.0,2020,426900.0
2117,3,1.5,1998,418200.0
3478,3,1.5,2006,562300.0
3420,2,1.5,2016,546500.0
3099,3,2.0,2007,532900.0
2540,2,1.0,2015,450000.0
1606,3,1.5,2003,372100.0
1664,2,1.5,1990,344900.0
2106,2,1.0,1990,381600.0
3060,4,1.5,1983,517500.0
2128,3,1.5,1991,412300.0
2715,4,1.0,1988,480500.0
2719,3,1.5,1997,477400.0
2831,3,2.0,1993,492100.0
1636,3,1.5,2001,373100.0
2452,4,2.0,2020,501200.0
2359,5,1.5,1989,473400.0
2617,4,1.5,1990,480200.0
3415,4,1.5,2002,572000.0
2250,3,1.5,2009,442500.0
2611,2,1.0,2002,444100.0
1660,3,1.0,2021,388000.0
1647,3,1.0,2009,374700.0
2084,2,1.5,2013,409900.0
1955,3,1.5,1990,394000.0
2611,5,1.5,1987,496600.0
2537,4,1.0,1994,468700.0
2838,4,1.5,2015,527300.0
3117,4,1.0,1986,518700.0
2644,5,1.5,2004,516900.0
3408,4,1.5,1988,557300.0
2451,2,1.5,1982,415600.0
2332,4,1.5,2019,480700.0
2215,3,1.5,2021,451000.0
2232,3,1.5,1993,424700.0
2432,4,2.0,2000,479200.0
1781,5,1.5,1981,407600.0
2300,2,1.5,1998,416500.0
2950,3,1.5,1992,495500.0
3306,5,1.5,1981,560100.0
1970,2,1.5,1989,374500.0
2808,2,1.5,2002,471300.0
2800,4,1.0,1982,483000.0
2848,4,1.5,1992,505300.0
3058,3,1.5,2001,515300.0
2751,2,1.0,2006,462100.0
2390,5,2.0,1986,481000.0
2095,2,1.5,2016,414000.0
2147,5,2.0,1982,452700.0
3492,5,2.0,2017,622200.0
2073,5,1.0,1980,428300.0
2153,5,2.0,1992,463300.0
3041,5,2.0,1998,558100.0
1756,4,1.0,2016,412600.0
2660,2,2.0,2012,474000.0
2731,5,2.0,1989,518100.0
1963,5,2.0,2015,467300.0
3473,3,1.0,2011,559300.0
2663,4,1.5,2006,500800.0
2528,2,1.0,1990,423800.0
1923,2,1.0,1998,371300.0
1848,5,2.0,1989,429800.0
2441,4,1.5,1998,470600.0
2806,5,2.0,2001,537600.0
2086,4,1.5,1997,434100.0
3344,4,1.5,2000,562900.0
2506,2,1.5,1993,432100.0
2957,5,2.0,2007,558700.0
2743,4,1.5,2019,521800.0
2319,3,2.0,2021,468900.0
2239,2,2.0,2011,430900.0
2373,2,1.5,2003,428800.0
2286,4,1.0,2001,450600.0
2897,2,1.0,1994,464700.0
2814,3,1.0,2014,496400.0
3087,3,2.0,2000,524700.0
3194,5,1.5,2010,577900.0
1937,2,2.0,2000,389700.0
3350,4,1.5,1986,549500.0
3463,5,1.0,2015,602300.0
3347,5,2.0,1985,575700.0
3032,5,2.0,2002,561200.0
2520,4,1.5,2000,480500.0
2286,5,1.0,2020,489600.0
2441,3,2.0,1999,459100.0
2355,2,1.5,2001,425000.0
1949,2,1.5,2017,400400.0
2850,3,1.0,2000,486000.0
3014,5,1.0,2003,545400.0
2577,3,1.0,2005,463700.0
2316,3,1.0,2005,437600.0
2618,2,1.0,1994,436800.0
1559,3,2.0,1995,366900.0
1836,3,1.5,1996,388100.0
3190,4,1.0,1988,528000.0
3160,3,1.5,1990,514500.0
1663,2,1.5,2001,355800.0
3094,2,2.0,1996,501400.0
2445,5,1.0,2010,495500.0
2630,2,1.0,2002,446000.0
1701,3,1.0,2005,376100.0
2824,2,2.0,2007,485400.0
3305,5,2.0,2021,607500.0
2389,2,1.5,1999,426400.0
3362,3,1.5,2010,554700.0
2050,3,2.0,2019,440000.0
3203,4,1.5,2013,561800.0
3172,4,1.0,2001,539200.0
2537,5,1.5,1990,492200.0
2403,5,1.5,1984,472800.0
3244,2,1.5,2020,532900.0
2516,2,1.5,2014,454100.0
2034,5,1.5,2003,454900.0
2004,5,1.5,1980,428900.0
3371,5,2.0,1996,589100.0
3300,5,1.5,1994,572500.0
3263,3,1.5,1981,515800.0
3298,2,1.5,1989,507300.0
2733,4,2.0,2017,526300.0
2979,5,2.0,1999,552900.0
1968,3,1.0,1980,377800.0
2997,4,2.0,1983,518700.0
3486,5,1.5,2021,618100.0
3096,5,1.5,2005,563100.0
1900,2,1.5,1981,359500.0
2580,5,2.0,2004,518000.0
2382,4,2.0,1981,455200.0
3273,2,2.0,1991,514300.0
2163,2,1.5,1995,399800.0
1780,4,1.0,2003,402000.0
2528,3,1.5,2010,471300.0
2112,3,1.5,2000,419700.0
2504,5,2.0,2016,522400.0
1805,5,2.0,1982,418500.0
1843,3,1.0,2003,388300.0
3066,3,1.5,2021,536100.0
3090,3,1.5,2009,526500.0
1653,4,1.5,2014,407800.0
3312,5,2.0,2016,603200.0
2877,3,1.5,2009,505200.0
1857,3,1.0,1983,369700.0
2197,5,2.0,2007,482700.0
1907,4,1.5,1999,418200.0
2935,4,1.5,2015,537000.0
2553,3,1.5,1984,447800.0
2429,2,2.0,2008,446900.0
2895,3,1.5,1991,489000.0
3345,3,1.5,1989,532000.0
2131,5,1.0,1992,446100.0
2447,4,2.0,2001,481700.0
2354,5,1.5,2009,492900.0
2002,4,1.5,1983,411700.0
1507,2,1.0,1986,317700.0
2117,5,1.5,1999,459200.0
2509,2,1.0,2004,435900.0
1637,5,1.5,2009,421200.0
2194,4,1.0,2006,446400.0
3420,2,1.5,1994,524500.0
2351,2,1.5,2015,438600.0
2900,3,1.5,2017,515500.0
2432,4,1.5,1991,462700.0
3245,5,1.5,1981,554000.0
2672,5,1.0,1981,489200.0
3409,2,2.0,2014,550900.0
2508,5,1.5,1998,497300.0
2783,3,1.0,2000,479300.0
1626,5,2.0,2021,439600.0
3334,3,1.5,1986,527900.0
2077,4,1.0,2020,448700.0
3056,4,1.0,2003,529600.0
2304,4,2.0,2016,482400.0
2848,2,2.0,2004,484800.0
2476,2,2.0,2004,447600.0
1612,4,1.5,2012,401700.0
3467,5,1.5,2002,597200.0
2150,5,1.5,1998,461500.0
1737,3,1.5,1995,377200.0
2884,5,1.0,2019,548400.0
2490,5,1.0,2006,496000.0
3383,5,1.5,2019,605800.0
3079,3,1.5,1989,505400.0
1563,4,1.5,1984,368800.0
3451,2,2.0,1981,522100.0
3440,4,1.5,2006,578500.0
1954,4,1.5,2009,432900.0
2789,5,2.0,2011,545900.0
2968,2,2.0,2009,501800.0
2103,3,2.0,2017,443300.0
2123,5,1.0,1998,451300.0
2943,5,2.0,2007,557300.0
1839,3,1.5,2012,404400.0
3368,3,1.5,1991,536300.0
2798,4,1.5,2006,514300.0
2893,4,1.0,1981,491300.0
3366,5,1.0,2017,594600.0
1726,3,1.0,1981,354600.0
2749,4,2.0,2019,529900.0
3463,5,1.5,1992,586800.0
3167,3,1.5,2008,533200.0
2408,5,1.5,2001,490300.0
2752,3,1.0,2007,483200.0
3350,5,2.0,1986,577000.0
3421,4,1.0,2001,564100.0
1869,3,1.5,2002,397400.0
2652,2,1.5,2003,456700.0
2307,3,2.0,2012,458700.0
2548,2,2.0,2004,454800.0
2198,2,1.5,2014,422300.0
1792,5,1.0,2011,431200.0
1855,5,2.0,2012,453500.0
2337,5,1.5,2009,491200.0
1634,3,1.5,2018,389900.0
1503,5,1.0,1996,387300.0
2750,3,1.5,1984,467500.0
2389,4,1.0,1982,441900.0
2180,5,1.0,2010,469000.0
1944,2,1.0,2009,384400.0
2941,5,1.5,2019,561600.0
2808,5,1.0,1989,510800.0
2336,4,1.0,2006,460600.0
1526,3,1.0,1986,339600.0
2236,2,2.0,2017,436600.0
1748,5,1.5,2005,428300.0
1865,3,2.0,2002,404500.0
3471,4,1.5,1982,557600.0
2725,4,1.5,2013,514000.0
2961,4,1.5,1990,514600.0
1697,3,1.5,2015,393200.0
2429,3,1.0,2015,458900.0
3171,4,1.0,1981,519100.0
2137,2,1.5,2002,404200.0
2106,2,2.0,1994,400600.0
1572,3,1.0,2013,371200.0
1746,4,1.0,1988,383600.0
2352,2,1.0,2002,418200.0
2659,3,2.0,1981,462900.0
3231,2,2.0,2012,531100.0
1713,2,1.0,2015,367300.0
2999,3,1.5,1980,488400.0
3144,2,1.5,2000,502900.0
2847,3,1.5,2005,498200.0
1602,2,1.5,1999,347700.0
3376,5,1.5,1981,567100.0
1827,2,2.0,2007,385700.0
2095,3,1.5,2016,434000.0
2747,4,1.0,1980,475700.0
1756,5,1.5,1990,414100.0
3169,4,1.5,1982,527400.0
2871,5,1.5,1992,527600.0
2631,4,1.0,1992,476100.0
2426,3,1.0,1996,439600.0
3493,3,1.5,1983,540800.0
3043,2,1.5,2021,513800.0
2673,2,1.5,1994,449800.0
3000,4,2.0,2021,557000.0
2916,3,1.0,2001,493600.0
3207,2,1.5,1992,501200.0
3082,4,2.0,2009,553200.0
1500,3,1.5,1992,350500.0
2884,3,1.5,1989,485900.0
2191,4,1.5,2007,454600.0
3074,5,1.5,2013,568900.0
2613,2,1.5,2017,466800.0
2598,4,2.0,1995,490800.0
1999,5,1.0,1998,438900.0
2238,5,2.0,2017,496800.0
2135,5,2.0,2021,490500.0
1843,2,1.5,2019,391800.0
2620,2,1.5,1992,442500.0
2351,3,1.0,2005,441100.0
1782,5,2.0,2018,452200.0
2218,3,1.5,1983,413300.0
1532,5,1.5,1984,385700.0
2639,3,1.5,2011,483400.0
1954,3,1.5,2019,422900.0
3389,4,1.5,2001,568400.0
1928,5,1.0,1981,414800.0
2327,3,1.5,1987,428200.0
3349,3,1.5,1996,539400.0
2190,2,1.5,1987,394500.0
1673,3,2.0,1993,376300.0
3269,3,1.5,2021,556400.0
2656,4,1.0,2005,491600.0
2965,5,1.0,1991,528500.0
1593,3,1.5,2015,382800.0
2871,3,1.5,1982,477600.0
2925,4,1.5,1993,514000.0
1919,5,1.5,1983,423400.0
3230,3,1.5,1991,522500.0
1904,3,1.5,1981,379900.0
2441,4,1.5,2012,484600.0
2709,4,1.5,1983,482400.0
2475,5,1.0,1988,476500.0
1875,5,1.5,1988,424000.0
3200,3,1.5,2017,545500.0
3397,3,2.0,1981,536700.0
2202,4,1.5,2002,450700.0
3040,5,1.5,1985,537500.0
1997,4,1.0,2021,441700.0
3022,5,2.0,2016,574200.0
2729,5,1.5,2021,542400.0
2938,5,1.5,2020,562300.0
2889,5,1.5,2016,553400.0
3379,4,1.5,1993,559400.0
2238,5,1.5,2017,489300.0
1919,2,1.5,2021,401400.0
2085,5,1.5,1988,445000.0
2742,3,1.5,2005,487700.0
3475,4,1.5,2004,580000.0
3062,2,1.5,1985,479700.0
2898,3,1.0,1985,475800.0
2546,3,1.5,2016,479100.0
1960,4,1.5,2017,441500.0
2219,2,1.0,1984,386900.0
2878,4,2.0,1995,518800.0
3126,2,1.0,1987,480600.0
2575,5,2.0,2003,516500.0
2498,2,1.0,2014,444800.0
3338,4,1.0,1989,543800.0
3244,3,1.5,1989,521900.0
3097,3,1.5,2015,533200.0
2968,3,1.5,2011,516300.0
2315,2,1.5,1988,408000.0
1604,3,1.5,1987,355900.0
2140,2,1.5,1985,387500.0
2918,3,1.5,2011,511300.0
3495,4,1.5,1995,573000.0
3433,4,2.0,2004,583300.0
1827,5,1.5,2002,433200.0
2106,2,1.5,1986,385100.0
3042,2,2.0,2018,518200.0
3209,3,1.5,2020,549400.0
2769,3,1.5,1993,478400.0
2938,5,1.5,1998,540300.0
3051,2,1.0,1984,470100.0
1669,3,2.0,1984,366900.0
1666,2,1.0,1986,333600.0
2833,3,1.0,2021,505300.0
2439,3,1.0,1992,436900.0
2094,2,1.5,1984,381900.0
2915,4,2.0,2005,532500.0
2744,4,1.5,1980,482900.0
2333,5,1.5,2001,482800.0
3205,5,2.0,1984,560500.0
2334,3,1.5,2016,457900.0
2638,2,1.0,2016,460800.0
2360,3,2.0,2006,458000.0
1834,3,1.0,2009,393400.0
2241,4,2.0,2020,480100.0
2743,5,1.0,2010,525300.0
2770,4,2.0,1995,508000.0
1600,5,1.5,1983,391500.0
1915,3,1.5,2000,400000.0
1721,4,1.5,1998,398600.0
2702,3,1.0,2019,490200.0
3032,5,1.5,1993,544700.0
1674,4,1.5,2003,398900.0
2105,3,2.0,2008,434500.0
3150,4,1.5,2007,550500.0
3197,2,1.0,2021,521700.0
2280,3,1.5,1996,432500.0
3260,3,1.5,1985,519500.0
3269,4,1.5,1982,537400.0
2348,5,1.5,1992,475300.0
2590,3,1.0,1984,444000.0
2980,2,1.0,2001,480000.0
2511,5,1.5,1981,480600.0
1625,5,1.5,2007,418000.0
2662,4,1.5,2010,504700.0
2124,2,1.0,2017,410400.0
2230,4,2.0,1983,442000.0
2679,4,2.0,1980,483900.0
2196,4,1.0,2019,459600.0
2644,5,1.5,1988,500900.0
1821,4,2.0,2010,428100.0
1948,2,1.0,2015,390800.0
2209,3,1.0,1992,413900.0
3380,2,1.5,1984,510500.0
2814,3,1.0,2004,486400.0
3499,5,1.5,2005,603400.0
1503,2,2.0,2016,362300.0
2200,5,1.0,1983,444000.0
2762,5,1.0,1984,501200.0
3201,4,1.5,2015,563600.0
2695,4,1.5,1982,480000.0
3247,2,1.5,2000,513200.0
2356,3,1.0,2016,452600.0
3106,4,1.5,2000,539100.0
3184,5,1.5,1993,559900.0
2402,4,1.0,2012,473200.0
3320,4,1.0,2008,561000.0
2127,4,1.5,2020,461200.0
2402,2,1.5,2019,447700.0
2334,5,1.5,1981,462900.0
2104,4,1.0,2013,444400.0
3138,2,1.5,1983,485300.0
2369,3,1.0,2017,454900.0
2903,5,1.5,1981,519800.0
3233,3,1.0,2011,535300.0
2633,5,1.0,1983,487300.0
2853,2,2.0,2020,501300.0
1600,2,2.0,1983,339000.0
2194,5,1.0,2015,475400.0
2345,2,1.0,2014,429500.0
3441,3,2.0,2006,566100.0
3031,2,1.0,2018,502100.0
2171,5,1.5,2006,471600.0
3117,5,2.0,2018,585700.0
2559,4,2.0,1981,472900.0
1737,4,1.5,2013,415200.0
2767,4,1.5,2010,515200.0
1750,5,1.5,1995,418500.0
1892,2,1.0,2017,387200.0
