square_feet,bedrooms,bathrooms,year_built,house_price
2368,2,1.5,2004,429300.0
2704,3,1.5,2011,489900.0
3370,3,1.5,1982,527500.0
2667,4,1.5,1987,482200.0
3184,4,2.0,2013,567400.0
2751,4,2.0,1985,496100.0
2454,4,1.0,2006,472400.0
2291,3,2.0,2018,463100.0
2219,4,1.5,2014,464400.0
2409,5,1.5,2020,509400.0
1873,2,1.0,2015,383300.0
3377,2,1.0,1986,504700.0
2060,5,1.0,2004,451000.0
2829,5,2.0,1980,518900.0
3105,5,1.5,1997,556000.0
1669,4,1.5,2015,410400.0
3199,3,2.0,2012,547900.0
2972,2,1.5,1993,478700.0
2619,3,1.0,1992,454900.0
2721,3,1.0,1980,453100.0
3130,5,1.5,2013,574500.0
1756,4,2.0,2020,431600.0
3405,2,1.5,2004,533000.0
3214,5,1.5,1985,554900.0
2816,2,2.0,2012,489600.0
3454,3,1.5,1989,542900.0
2316,5,1.5,1992,472100.0
3385,5,1.5,1995,582000.0
1887,5,2.0,1996,440700.0
3134,4,1.5,2020,561900.0
3078,2,2.0,1983,486800.0
2473,2,2.0,1999,442300.0
1868,5,1.0,1980,407800.0
2417,5,1.5,1987,477200.0
1701,4,1.0,2004,395100.0
1883,2,1.5,1989,365800.0
3036,3,2.0,1983,502600.0
3430,2,1.0,1984,508000.0
1870,2,1.0,2009,377000.0
2055,4,2.0,2016,457500.0
2454,5,1.5,2021,514900.0
2907,4,1.0,2010,521700.0
1523,2,1.5,1994,334800.0
3223,3,2.0,1999,537300.0
1630,2,2.0,2013,372000.0
1877,5,1.5,2012,448200.0
1598,5,1.5,1985,393300.0
3098,5,2.0,1984,549800.0
2431,2,2.0,2007,446100.0
2234,5,2.0,2012,491400.0
1623,5,1.0,1985,388300.0
3487,5,1.5,2007,604200.0
2094,3,1.0,1986,396400.0
3466,2,1.0,1985,512600.0
2239,5,1.5,2015,487400.0
2672,4,1.0,1985,473200.0
1709,2,2.0,2004,370900.0
2062,2,1.5,2020,414700.0
2935,3,2.0,2008,517500.0
2282,2,1.5,2009,425700.0
2565,2,2.0,1981,433500.0
2582,4,1.5,2003,489700.0
2205,5,2.0,1989,465500.0
2560,5,1.5,2021,525500.0
2278,5,1.5,2005,481300.0
1586,3,1.5,1993,360100.0
2567,2,1.5,2007,452200.0
2372,3,1.5,2006,451700.0
1511,4,2.0,2009,396100.0
2270,3,1.5,1993,428500.0
1807,2,2.0,2020,396700.0
2604,2,1.5,1998,446900.0
1532,2,2.0,2018,367200.0
2706,5,1.5,2015,534100.0
2652,3,1.0,1996,462200.0
2306,2,1.5,2017,436100.0
1775,5,2.0,2000,433500.0
2698,3,1.5,1984,462300.0
3078,5,1.0,2004,552800.0
2895,4,1.5,1982,500000.0
2708,2,2.0,1987,453800.0
1944,3,1.5,2000,402900.0
1988,4,2.0,2010,444800.0
3113,3,1.5,1985,504800.0
1786,5,1.5,1988,415100.0
2804,2,1.5,1990,458900.0
2137,4,1.0,2019,453700.0
2270,5,1.5,2015,490500.0
3039,4,1.5,2018,550400.0
1594,2,2.0,1983,338400.0
2750,5,1.5,2005,528500.0
3399,5,1.5,1998,586400.0
2793,2,1.0,1993,453300.0
3404,3,1.5,2005,553900.0
1796,2,1.5,2020,388100.0
2852,2,1.5,2011,484700.0
2543,5,1.5,2011,513800.0
2107,3,1.5,1997,416200.0
3364,4,1.5,1993,557900.0
2934,5,1.0,1984,518400.0
1950,2,1.0,2011,387000.0
2772,4,1.5,2019,524700.0
1680,4,2.0,1984,388000.0
1823,2,1.5,2006,376800.0
2504,4,1.5,2005,483900.0
3353,3,1.5,2019,562800.0
3306,2,1.5,2017,536100.0
3388,5,1.5,1999,586300.0
2784,3,1.5,1982,468900.0
3487,2,1.5,2007,544200.0
2249,4,1.5,1998,451400.0
1639,3,2.0,1997,376900.0
2520,5,1.5,2001,501500.0
2098,3,2.0,1986,411800.0
2985,4,1.0,1981,500500.0
2389,4,1.0,2009,468900.0
3145,2,2.0,2016,526500.0
2343,2,1.0,2014,429300.0
2196,5,1.0,1982,442600.0
3052,5,1.5,1985,538700.0
2676,3,2.0,1986,469600.0
2425,4,1.0,2003,466500.0
1649,4,1.5,1989,382400.0
2634,5,1.5,1992,503900.0
1525,4,1.5,1993,374000.0
2988,3,2.0,1991,505800.0
2456,2,1.5,2017,451100.0
3413,3,2.0,1994,551300.0
2386,2,1.0,1989,408600.0
2641,3,1.0,2018,483100.0
2969,3,1.0,2003,500900.0
3119,2,2.0,1984,491900.0
2173,5,1.5,1980,445800.0
3396,4,2.0,1989,564600.0
2428,3,1.5,2005,456300.0
2752,4,2.0,1982,493200.0
3031,4,1.5,2014,545600.0
2263,2,1.5,1999,413800.0
1621,2,1.0,2001,344100.0
2850,3,1.5,1997,490500.0
1969,5,1.5,2000,445400.0
1787,4,1.5,2000,407200.0
2025,2,1.5,2005,396000.0
3363,4,1.0,2017,574300.0
3220,2,1.5,1996,506500.0
2676,5,2.0,2012,535600.0
2091,3,2.0,1985,410100.0
1541,2,2.0,2020,370100.0
1774,2,1.5,2016,381900.0
3076,4,2.0,1984,527600.0
2962,2,2.0,1999,491200.0
1707,3,1.5,1987,366200.0
2279,3,1.5,1988,424400.0
1666,4,1.5,2012,407100.0
1611,4,2.0,2002,399100.0
2873,3,1.5,1992,487800.0
2653,5,1.5,2000,513800.0
2235,3,1.5,2014,446000.0
3410,5,2.0,1988,585000.0
2312,2,1.5,1994,413700.0
1716,3,1.0,1982,354600.0
2905,5,1.5,2017,556000.0
1524,3,2.0,1981,349400.0
1567,2,1.5,2003,348200.0
2478,4,1.0,2008,476800.0
2507,5,1.0,2006,497700.0
3295,4,1.0,1996,546500.0
1734,3,1.0,1997,371400.0
3240,4,1.5,2011,563500.0
1791,3,1.0,1991,371100.0
3250,4,1.5,1997,550500.0
2522,2,2.0,2016,464200.0
2201,5,1.0,1993,454100.0
3233,4,1.5,2009,560800.0
2227,3,1.5,2017,448200.0
2055,4,1.0,1998,424500.0
1532,2,1.0,2011,345200.0
2535,3,1.0,2002,456500.0
3140,2,1.5,1995,497500.0
1712,4,1.5,1997,396700.0
2662,2,1.5,2012,466700.0
3218,4,2.0,1988,545800.0
2945,3,1.0,1986,481500.0
3161,5,1.0,2012,569100.0
3192,3,1.5,1991,518700.0
2123,3,2.0,2001,429300.0
3012,2,1.5,2016,505700.0
2270,3,2.0,1994,437000.0
3063,4,2.0,2019,561300.0
2741,3,1.5,2013,495600.0
2163,2,2.0,1993,405300.0
2321,3,1.0,2012,445100.0
1807,5,1.5,1989,418200.0
2698,4,2.0,2014,519800.0
2672,4,1.5,1982,477700.0
2449,3,1.5,2014,467400.0
3065,3,1.5,1992,507000.0
3103,4,1.5,2014,552800.0
2047,5,1.5,1985,438200.0
2307,3,1.5,2021,460200.0
2917,5,1.0,2003,535700.0
1573,2,1.5,2014,359800.0
1797,5,1.0,1986,406700.0
2419,3,1.0,2000,442900.0
3423,3,1.5,2002,552800.0
3338,5,1.5,1988,570300.0
2230,3,1.5,1982,413500.0
3470,5,1.5,1992,587500.0
2376,5,2.0,1980,473600.0
3295,2,2.0,2019,544500.0
3323,2,1.5,2004,524800.0
2277,5,2.0,1999,482700.0
2918,3,1.0,2002,494800.0
3063,3,1.0,1982,489300.0
1929,5,2.0,1990,438900.0
1699,3,1.5,1983,361400.0
2947,5,2.0,1981,531700.0
2585,4,1.5,2016,503000.0
1841,4,1.5,2004,416600.0
2365,4,1.0,1981,438500.0
2568,2,1.5,1997,442300.0
2302,5,1.5,1996,474700.0
3454,5,1.5,2018,611900.0
2612,4,1.0,1992,474200.0
1533,5,1.0,1984,378300.0
2145,3,1.0,2014,429500.0
1732,5,2.0,1991,420200.0
2267,2,1.0,1985,392700.0
1536,4,1.0,1980,354600.0
3292,2,1.0,1996,506200.0
2983,2,1.0,2018,497300.0
1790,5,1.5,1992,419500.0
1697,2,1.0,1982,332700.0
2394,2,2.0,2013,448400.0
3473,3,1.5,1998,553800.0
2778,2,1.5,2005,471300.0
2604,3,1.5,2005,473900.0
2970,4,1.5,1984,509500.0
1636,3,1.5,1994,366100.0
1689,3,1.5,1991,368400.0
1629,2,1.5,1988,339400.0
1709,5,1.5,1986,405400.0
2892,5,1.0,2007,537200.0
1791,5,1.5,1984,411600.0
2900,5,1.5,2003,541500.0
2871,4,2.0,2013,536100.0
1668,4,2.0,1984,386800.0
3408,2,1.0,1992,513800.0
2304,4,1.5,1982,440900.0
1676,2,1.5,2007,363100.0
3061,2,2.0,2011,513100.0
1823,2,1.5,2019,389800.0
3395,3,1.0,2019,559500.0
2008,2,2.0,2001,397800.0
2303,5,1.0,1988,459300.0
2638,5,1.0,1999,503800.0
3322,4,2.0,1985,553200.0
2553,2,1.5,2008,451800.0
3277,4,1.5,1981,537200.0
2813,4,2.0,1983,500300.0
1646,4,1.0,1982,367600.0
2797,4,1.0,2019,519700.0
1721,2,1.5,1994,354600.0
1840,5,2.0,2012,452000.0
2009,2,2.0,1982,378900.0
2014,2,2.0,2021,418400.0
1569,4,1.0,1991,368900.0
2881,2,1.5,1988,464600.0
2408,4,1.5,1991,460300.0
2056,5,1.5,2014,468100.0
2385,4,2.0,1981,455500.0
2265,5,2.0,1996,478500.0
2846,3,2.0,1999,499600.0
3147,5,1.0,1982,537700.0
1591,5,1.5,1988,395600.0
2865,4,1.5,1999,514000.0
1923,4,2.0,1991,419300.0
3075,2,1.0,2014,502500.0
3495,5,2.0,2013,618500.0
3186,3,1.5,2020,547100.0
2938,4,2.0,2002,531800.0
3181,4,2.0,1986,540100.0
2210,2,1.0,2003,405000.0
2467,3,1.0,2012,459700.0
1774,4,1.5,1993,398900.0
2360,2,1.0,2021,438000.0
1543,5,1.5,1982,384800.0
2607,5,1.0,1982,483700.0
1933,3,2.0,2006,415300.0
2309,3,2.0,2017,463900.0
1593,2,2.0,1989,344300.0
2698,4,1.5,2019,517300.0
2929,5,1.0,1989,522900.0
1701,4,1.5,1994,392600.0
3381,2,1.5,2002,528600.0
1998,5,1.0,1980,420800.0
1980,2,1.5,2016,402500.0
1829,2,1.5,1987,358400.0
3064,3,1.5,1981,495900.0
1709,4,2.0,2008,414900.0
2117,4,2.0,1988,435700.0
3478,3,1.0,2008,556800.0
3420,5,1.0,2009,592000.0
3099,4,1.0,2018,548900.0
2540,2,1.0,2009,444000.0
1606,4,1.5,1995,384100.0
1664,5,1.5,1981,395900.0
2106,3,1.5,2002,421100.0
3060,3,1.0,2010,517000.0
2128,3,1.0,2013,426800.0
2715,4,1.5,2001,501000.0
2719,5,2.0,2013,540900.0
2831,4,1.5,2017,528600.0
1636,3,2.0,1999,378600.0
2452,2,1.5,1999,432700.0
2359,2,1.5,1992,416400.0
2617,3,1.5,2017,487200.0
3415,3,1.5,1989,539000.0
2250,2,1.0,2021,427000.0
2611,5,1.0,2011,513100.0
1660,4,1.5,2000,394500.0
1647,4,1.0,2011,396700.0
2084,5,1.5,2000,456900.0
1955,4,1.0,2004,420500.0
2611,3,1.5,1989,458600.0
2537,2,1.5,2001,443200.0
2838,3,1.5,1986,478300.0
3117,2,2.0,1987,494700.0
2644,5,2.0,2013,533400.0
3408,4,1.5,2010,579300.0
2451,2,2.0,2005,446100.0
2332,3,1.5,2000,441700.0
2215,3,1.5,1994,424000.0
2232,4,1.5,2012,463700.0
2432,5,1.5,2009,500700.0
1781,2,1.0,1999,358100.0
2300,2,1.0,2007,418000.0
2950,3,1.0,1984,480000.0
3306,2,1.0,2013,524600.0
1970,3,2.0,1997,410000.0
2808,2,1.5,2016,485300.0
2800,5,1.5,2009,537500.0
2848,2,1.0,2009,474800.0
3058,4,1.5,2006,540300.0
2751,3,2.0,2020,511100.0
2390,5,1.5,1984,471500.0
2095,4,1.5,1981,419000.0
2147,4,1.5,2007,450200.0
3492,5,2.0,1987,592200.0
2073,4,1.5,2007,442800.0
2153,3,2.0,2013,444300.0
3041,3,1.5,1981,493600.0
1756,3,1.5,1986,370100.0
2660,5,1.5,1982,496500.0
2731,4,1.0,1984,478100.0
1963,2,1.5,2001,385800.0
3473,3,1.0,2009,557300.0
2663,4,1.5,2013,507800.0
2528,2,1.0,2013,446800.0
1923,5,1.5,1992,432800.0
1848,4,2.0,2014,434800.0
2441,5,1.0,2017,502100.0
2806,3,1.5,2012,501100.0
2086,4,1.5,1990,427100.0
3344,5,1.5,1989,571900.0
2506,2,1.5,2005,444100.0
2957,4,1.5,2012,536200.0
2743,5,1.5,1998,520800.0
2319,3,2.0,1982,429900.0
2239,2,2.0,1991,410900.0
2373,2,2.0,1997,430300.0
2286,4,1.0,1999,448600.0
2897,2,1.5,1995,473200.0
2814,5,2.0,1987,524400.0
3087,2,1.5,2002,499200.0
3194,2,2.0,2018,533400.0
1937,5,2.0,1996,445700.0
3350,4,2.0,2020,591000.0
3463,2,1.5,2012,546800.0
3347,4,1.5,2002,565200.0
3032,2,2.0,1994,493200.0
2520,3,1.5,2021,481500.0
2286,2,1.5,2002,419100.0
2441,4,1.5,2014,486600.0
2355,5,1.5,2002,486000.0
1949,5,1.5,2005,448400.0
2850,3,1.5,2020,513500.0
3014,3,2.0,2002,519400.0
2577,3,1.0,1987,445700.0
2316,5,1.5,2015,495100.0
2618,3,2.0,2015,492800.0
1559,3,1.5,2000,364400.0
1836,2,1.0,2013,377600.0
3190,5,1.5,2007,574500.0
3160,5,1.5,1986,550500.0
1663,5,1.5,1987,401800.0
3094,5,1.0,1998,548400.0
2445,5,1.5,2018,511000.0
2630,3,1.5,1984,455500.0
1701,3,1.5,2008,386600.0
2824,2,1.5,2010,480900.0
3305,2,2.0,1985,511500.0
2389,2,1.5,2021,448400.0
3362,5,1.5,2020,604700.0
2050,5,1.5,1998,451500.0
3203,2,1.5,2020,528800.0
3172,5,1.5,2001,566700.0
2537,2,1.5,1998,440200.0
2403,2,1.0,2009,430300.0
3244,4,2.0,1990,550400.0
2516,3,2.0,2005,472600.0
2034,2,1.5,1994,385900.0
2004,5,2.0,2001,457400.0
3371,2,1.0,2000,518100.0
3300,2,1.0,1980,491000.0
3263,4,1.0,2007,554300.0
3298,4,1.5,1996,554300.0
2733,2,1.5,1994,455800.0
2979,5,1.5,2002,548400.0
1968,2,1.5,2012,397300.0
2997,4,2.0,2000,535700.0
3486,2,1.5,1981,518100.0
3096,5,2.0,1996,561600.0
1900,3,1.5,2021,419500.0
2580,5,2.0,1988,502000.0
2382,5,1.0,2005,484200.0
3273,3,1.0,2018,546300.0
2163,5,1.0,2019,476300.0
1780,5,1.5,2007,433500.0
2528,3,2.0,2012,480800.0
2112,2,1.5,1996,395700.0
2504,4,2.0,1984,470400.0
1805,5,1.0,2010,431500.0
1843,5,1.5,2014,446800.0
3066,3,1.0,1998,505600.0
3090,4,1.0,1987,517000.0
1653,4,2.0,1980,381300.0
3312,3,1.5,2003,542700.0
2877,5,1.0,2004,532700.0
1857,3,1.5,2010,404200.0
2197,3,1.5,2006,434200.0
1907,5,1.5,1983,422200.0
2935,2,1.5,1998,480000.0
2553,2,2.0,2021,472300.0
2429,3,2.0,1995,453900.0
2895,2,1.5,2018,496000.0
3345,4,2.0,1981,551500.0
2131,4,1.5,1982,423600.0
2447,4,2.0,1984,464700.0
2354,2,1.5,2009,432900.0
2002,4,1.5,2021,449700.0
1507,5,2.0,2005,411700.0
2117,5,1.5,2010,470200.0
2509,2,1.5,1992,431400.0
1637,5,1.5,1980,392200.0
2194,5,1.5,1980,447900.0
3420,5,1.0,1994,577000.0
2351,3,1.5,1994,437600.0
2900,2,1.5,2008,486500.0
2432,3,2.0,1989,448200.0
3245,2,1.5,1988,501000.0
2672,2,2.0,2011,474200.0
3409,3,1.0,1989,530900.0
2508,3,1.0,1997,448800.0
2783,4,1.5,1985,491800.0
1626,2,2.0,1984,342600.0
3334,5,1.0,1986,560400.0
2077,4,1.5,2006,442200.0
3056,5,1.5,2019,573100.0
2304,5,1.0,2005,476400.0
2848,2,1.5,2009,482300.0
2476,2,1.5,1990,426100.0
1612,4,1.5,1981,370700.0
3467,4,1.5,1998,573200.0
2150,4,1.5,2013,456500.0
1737,3,1.0,1989,363700.0
2884,4,1.5,1982,498900.0
2490,2,1.5,2021,458500.0
3383,4,1.5,1984,550800.0
3079,3,1.5,2013,529400.0
1563,4,2.0,1983,375300.0
3451,2,2.0,1992,533100.0
3440,5,1.5,1987,579500.0
1954,4,2.0,2017,448400.0
2789,2,1.5,1989,456400.0
2968,4,1.0,2001,518800.0
2103,4,1.5,2018,456800.0
2123,3,2.0,1989,417300.0
2943,2,1.5,2012,494800.0
1839,4,1.5,2004,416400.0
3368,2,2.0,1999,531800.0
2798,2,1.0,2017,477800.0
2893,4,1.5,2009,526800.0
3366,4,2.0,1986,558600.0
1726,3,1.5,1981,362100.0
2749,3,2.0,1980,470900.0
3463,2,1.5,1989,523800.0
3167,4,2.0,1981,533700.0
2408,4,1.5,2001,470300.0
2752,4,2.0,2001,512200.0
3350,4,1.0,2015,571000.0
3421,3,1.0,2012,555100.0
1869,5,1.5,2005,440400.0
2652,4,1.0,2005,491200.0
2307,3,1.5,2009,448200.0
2548,2,2.0,1999,449800.0
2198,5,1.0,1991,451800.0
1792,4,1.0,1981,381200.0
1855,5,2.0,1995,436500.0
2337,2,1.5,2016,438200.0
1634,4,1.0,2017,401400.0
1503,4,1.5,1985,363800.0
2750,5,1.0,2003,519000.0
2389,4,1.0,2011,470900.0
2180,5,2.0,2018,492000.0
1944,3,1.5,1987,389900.0
2941,4,2.0,1980,510100.0
2808,2,1.0,2013,474800.0
2336,5,1.0,1985,459600.0
1526,4,1.0,1981,354600.0
2236,5,1.5,2008,480100.0
1748,2,1.0,1995,350800.0
1865,2,1.5,2000,375000.0
3471,3,1.0,1988,536100.0
2725,4,1.5,1982,483000.0
2961,3,1.5,2001,505600.0
1697,3,1.5,2010,388200.0
2429,3,2.0,1996,454900.0
3171,2,1.5,2019,524600.0
2137,2,1.5,1990,392200.0
2106,3,1.0,2013,424600.0
1572,3,1.0,2005,363200.0
1746,4,2.0,2012,422600.0
2352,3,1.5,2012,455700.0
2659,5,1.5,1989,503400.0
3231,3,2.0,2020,559100.0
1713,3,1.0,1988,360300.0
2999,3,1.5,2000,508400.0
3144,5,1.5,2006,568900.0
2847,4,1.0,1989,494700.0
1602,4,2.0,1998,394200.0
3376,2,1.5,1990,516100.0
1827,3,1.5,2008,399200.0
2095,5,1.0,2012,462500.0
2747,5,1.5,2013,536200.0
1756,3,2.0,1997,388600.0
3169,5,1.0,2019,576900.0
2871,2,2.0,2016,499100.0
2631,5,1.0,1991,495100.0
2426,2,1.5,1992,423100.0
3493,4,1.5,1981,558800.0
3043,3,1.0,2020,525300.0
2673,4,2.0,2008,511300.0
3000,2,1.5,1985,473500.0
2916,2,1.5,1986,466100.0
3207,4,1.5,2019,568200.0
3082,5,2.0,1989,553200.0
1500,2,1.5,1983,321500.0
2884,2,2.0,2016,500400.0
2191,2,1.0,1999,399100.0
3074,5,1.5,2010,565900.0
2613,5,1.5,1995,504800.0
2598,2,2.0,2013,468800.0
1999,4,2.0,2006,441900.0
2238,4,1.5,2005,457300.0
2135,2,1.5,1985,387000.0
1843,2,2.0,1986,366300.0
2620,4,1.0,1990,473000.0
2351,3,1.0,2012,448100.0
1782,3,1.5,1995,381700.0
2218,3,1.0,2006,428800.0
1532,3,2.0,1993,362200.0
2639,5,1.5,2002,514400.0
1954,2,1.5,1993,376900.0
3389,2,1.5,2016,543400.0
1928,4,1.0,1990,403800.0
2327,4,1.5,1982,443200.0
3349,3,2.0,2020,570900.0
2190,5,1.5,1994,461500.0
1673,4,1.5,2003,398800.0
3269,4,1.5,1986,541400.0
2656,4,1.0,2015,501600.0
2965,3,1.5,2005,510000.0
1593,4,1.5,2015,402800.0
2871,5,1.0,1989,517100.0
2925,5,1.0,1981,514500.0
1919,5,1.0,1990,422900.0
3230,5,1.5,1986,557500.0
1904,2,1.0,1998,369400.0
2441,4,1.5,1993,465600.0
2709,5,1.5,1996,515400.0
2475,4,1.5,1982,458000.0
1875,5,1.5,1996,432000.0
3200,4,1.0,2003,544000.0
3397,3,1.5,1988,536200.0
2202,2,1.0,1989,390200.0
3040,2,2.0,1985,485000.0
1997,5,1.5,2007,455200.0
3022,4,1.5,2013,543700.0
2729,4,1.5,2002,503400.0
2938,4,1.5,2012,534300.0
2889,4,1.0,2012,521900.0
3379,4,1.5,2001,567400.0
2238,4,2.0,2005,464800.0
1919,3,1.5,2018,418400.0
2085,4,2.0,2010,454500.0
2742,3,1.5,1996,478700.0
3475,5,2.0,2020,623500.0
3062,4,1.5,1987,521700.0
2898,5,1.0,1980,510800.0
2546,2,1.5,1984,427100.0
1960,5,1.0,2021,458000.0
2219,3,1.5,1985,415400.0
2878,2,2.0,1997,480800.0
3126,2,1.5,1997,498100.0
2575,3,1.0,2020,478500.0
2498,5,1.5,1984,482300.0
3338,4,2.0,1994,563800.0
3244,5,1.0,2005,570400.0
3097,5,2.0,2018,583700.0
2968,2,2.0,1985,477800.0
2315,2,1.5,2001,421000.0
1604,4,1.0,2021,402400.0
2140,2,1.5,1988,390500.0
2918,2,1.5,2008,488300.0
3495,2,1.5,1993,531000.0
3433,5,1.5,2021,612800.0
1827,5,1.5,1993,424200.0
2106,2,1.0,1980,371600.0
3042,2,1.5,1982,474700.0
3209,5,1.5,2009,578400.0
2769,4,1.0,2002,499900.0
2938,3,1.5,2000,502300.0
3051,3,2.0,1981,502100.0
1669,5,1.0,2010,417900.0
1666,2,2.0,2011,373600.0
2833,5,1.5,1996,527800.0
2439,2,1.0,1989,413900.0
2094,2,1.5,2005,402900.0
2915,2,1.5,1986,466000.0
2744,3,2.0,1986,476400.0
2333,5,1.0,2021,495300.0
3205,2,1.5,1991,500000.0
2334,5,1.0,2016,490400.0
2638,5,1.5,1988,500300.0
2360,3,1.5,2000,444500.0
1834,3,1.5,2004,395900.0
2241,4,1.0,1993,438100.0
2743,2,1.0,2005,460300.0
2770,2,1.5,1996,461500.0
1600,3,1.5,2006,374500.0
1915,5,1.0,2017,449500.0
1721,3,1.5,1991,371600.0
2702,5,2.0,1987,513200.0
3032,3,2.0,2016,535200.0
1674,3,1.5,1981,356900.0
2105,2,2.0,2002,408500.0
3150,3,1.5,2017,540500.0
3197,5,1.0,1988,548700.0
2280,2,1.5,1988,404500.0
3260,5,1.5,2000,574500.0
3269,5,2.0,2014,596900.0
2348,2,1.5,2013,436300.0
2590,3,1.5,1987,454500.0
2980,4,1.5,2006,532500.0
2511,5,1.5,1992,491600.0
1625,2,2.0,1989,347500.0
2662,2,2.0,1997,459200.0
2124,4,1.0,2001,434400.0
2230,3,1.5,2003,434500.0
2679,2,1.5,2008,464400.0
2196,5,1.5,1986,454100.0
2644,5,1.5,2014,526900.0
1821,4,2.0,1991,409100.0
1948,4,1.5,2001,424300.0
2209,2,1.5,1993,402400.0
3380,3,2.0,2007,561000.0
2814,2,1.0,2014,476400.0
3499,3,1.5,2002,560400.0
1503,5,2.0,1980,386300.0
2200,5,2.0,2021,497000.0
2762,2,1.5,2008,472700.0
3201,4,1.0,2016,557100.0
2695,5,1.5,1987,505000.0
3247,3,2.0,1996,536700.0
2356,3,1.5,2015,459100.0
3106,4,1.5,2015,554100.0
3184,2,2.0,1981,495400.0
2402,4,1.5,1997,465700.0
3320,3,1.5,1992,532500.0
2127,3,2.0,1981,409700.0
2402,2,1.5,1998,426700.0
2334,5,1.0,1982,456400.0
2104,4,1.5,2020,458900.0
3138,5,2.0,1994,563800.0
2369,2,1.5,1990,415400.0
2903,2,1.5,2014,492800.0
3233,2,1.5,1999,510800.0
2633,2,2.0,1984,443300.0
2853,3,2.0,2019,520300.0
1600,4,1.5,2015,403500.0
2194,3,1.5,1985,412900.0
2345,2,1.5,2001,424000.0
3441,2,1.0,1986,511100.0
3031,5,1.0,2012,556100.0
2171,3,1.5,1996,421600.0
3117,4,1.5,2018,558200.0
2559,4,2.0,2021,512900.0
1737,2,1.0,2011,365700.0
2767,5,1.0,1998,515700.0
1750,3,1.5,1997,380500.0
1892,5,1.5,1985,422700.0
